Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung,Ausreißer
43,37376.0,1.0,42.0,K0063,63383.29,Hessen,False
51,57821.0,1.0,43.0,K0282,93565.3,Nordrhein-Westfalen,False
46,44038.0,1.0,34.0,K0723,72625.61,Hessen,False
70,84497.0,1.0,69.0,K0267,116193.41,Baden-Württemberg,False
56,55688.0,0.0,49.0,K0561,94116.03,Nordrhein-Westfalen,False
66,65063.0,1.0,56.0,K0239,106463.24,Nordrhein-Westfalen,False
34,53286.0,1.0,40.0,K0430,57023.34,Bayern,False
57,42006.0,0.0,32.0,K0146,50508.57,Hessen,False
52,58873.0,1.0,39.0,K1031,80225.35,Bayern,False
63,73099.0,1.0,51.0,K0651,118236.17,Bayern,False
38,33873.0,0.0,28.0,K0623,56924.35,Bayern,False
43,43130.0,0.0,35.0,K0119,61803.14,Hessen,False
33,43936.0,1.0,45.0,K0676,78850.36,Berlin,False
34,39614.0,1.0,26.0,K0515,56174.25,Hessen,False
40,46710.0,0.0,38.0,K0251,77768.25,Berlin,False
30,45508.0,1.0,38.0,K1073,64916.89,Bayern,False
37,38717.0,0.0,34.0,K0286,56575.12,Bayern,False
66,98881.0,1.0,64.0,K0546,131352.24,Sachsen,False
40,43750.0,1.0,28.0,K0010,67687.0,Berlin,False
52,67475.0,1.0,37.0,K0458,93897.2,Niedersachsen,False
34,43470.0,1.0,41.0,K0197,70250.0,Nordrhein-Westfalen,False
40,39921.0,1.0,45.0,K0731,65687.09,Nordrhein-Westfalen,False
64,90952.0,0.0,61.0,K0371,116583.47,Nordrhein-Westfalen,False
38,46715.0,1.0,50.0,K0082,101650.7,Baden-Württemberg,False
54,75271.0,1.0,60.0,K0390,122250.09,Brandenburg,False
52,63079.0,1.0,46.0,K0529,100733.46,Hessen,False
48,63876.0,1.0,51.0,K0590,90833.08,Bayern,False
48,54835.0,1.0,52.0,K1086,73324.94,Brandenburg,False
49,69396.0,0.0,52.0,K0993,86666.48,Berlin,False
61,79130.0,1.0,49.0,K0240,106664.4,Thüringen,False
50,32462.0,1.0,30.0,K0414,65554.28,Brandenburg,False
55,54760.0,0.0,45.0,K0212,86038.6,Bayern,False
34,24264.0,1.0,19.0,K0859,22580.44,Berlin,False
68,59104.51301372704,0.0,52.0,K0701,87209.72,Nordrhein-Westfalen,True
42,52370.0,0.0,48.0,K0576,74270.35,Bayern,False
52,90021.0,1.0,64.0,K0228,124563.89,Thüringen,False
58,80881.0,1.0,33.0,K1019,102290.11,Baden-Württemberg,False
56,68794.0,1.0,57.0,K0621,108744.79,Sachsen,False
52,53837.0,1.0,22.0,K0487,64750.35,Hamburg,False
35,48208.0,1.0,50.0,K0948,78096.44,Nordrhein-Westfalen,False
31,45328.0,0.0,39.0,K0178,68156.01,Hessen,False
70,82041.0,1.0,44.0,K1067,106587.98,Baden-Württemberg,False
42,34792.0,1.0,27.0,K0539,71876.74,Niedersachsen,False
58,73853.0,1.0,50.0,K0136,97928.13,Baden-Württemberg,False
64,81163.0,0.0,60.0,K0589,124639.62,Nordrhein-Westfalen,False
69,79059.0,0.0,53.0,K0450,115211.31,Niedersachsen,False
39,39831.0,1.0,41.0,K0808,56301.97,Nordrhein-Westfalen,False
39,37905.0,1.0,32.0,K1101,61717.86,Hessen,False
52,60315.0,1.0,40.0,K0008,106359.99,Berlin,False
61,64831.0,0.0,35.0,K0437,113585.7,Hessen,False
42,63657.0,1.0,40.0,K0156,84814.32,Hessen,False
44,14547.0,1.0,29.0,K0708,28960.3,Nordrhein-Westfalen,False
51,55866.0,0.0,35.0,K0358,84704.04,Baden-Württemberg,False
55,56358.0,0.0,49.0,K0645,105656.62,Hamburg,False
30,49623.0,1.0,42.0,K0224,65451.53,Nordrhein-Westfalen,False
46,67067.0,1.0,45.0,K0330,88579.71,Thüringen,False
43,49162.0,0.0,43.0,K0594,84864.12,Thüringen,False
31,33788.0,0.0,28.0,K0543,67174.26,Nordrhein-Westfalen,False
69,87922.0,0.0,54.0,K0929,120453.26,Niedersachsen,False
33,51920.0,0.0,38.0,K0555,54310.26,Baden-Württemberg,False
37,45690.0,1.0,34.0,K0683,64971.82,Baden-Württemberg,False
61,64150.0,0.0,47.0,K0747,91908.79,Niedersachsen,False
31,19138.0,0.0,37.0,K0845,21471.65,Sachsen,False
55,79452.0,1.0,49.0,K0990,117307.67,Bayern,False
50,42001.0,1.0,29.0,K0697,69941.72,Bayern,False
49,63355.0,1.0,45.0,K1066,111931.58,Berlin,False
67,73998.0,1.0,55.0,K0704,111198.78,Berlin,False
60,61297.0,1.0,39.0,K0558,89077.09,Baden-Württemberg,False
69,75241.0,1.0,44.0,K0932,128050.39,Nordrhein-Westfalen,False
56,79198.0,1.0,54.0,K1051,85437.96,Nordrhein-Westfalen,False
41,53509.0,0.0,37.0,K0441,90805.35,Bayern,False
46,64863.0,0.0,45.0,K1052,101644.17,Nordrhein-Westfalen,False
57,76586.0,1.0,45.0,K0847,104976.08,Hamburg,False
55,68214.0,0.0,47.0,K0801,75900.15,Niedersachsen,False
66,67497.0,1.0,55.0,K0164,117195.91,Nordrhein-Westfalen,False
60,49925.0,0.0,39.0,K0229,84170.57,Bayern,False
36,48447.0,1.0,45.0,K0786,90879.99,Brandenburg,False
40,46664.0,1.0,36.0,K0873,59309.97,Hessen,False
32,43819.0,1.0,47.0,K0213,57548.45,Sachsen,False
66,88070.0,1.0,53.0,K0915,129089.55,Bayern,False
54,54712.0,1.0,35.0,K0080,92084.38,Hessen,False
40,53774.0,1.0,37.0,K0149,90227.44,Bayern,False
35,44671.0,1.0,34.0,K0303,58157.49,Baden-Württemberg,False
63,47767.0,0.0,53.0,K0761,81512.67,Hamburg,False
39,46774.0,1.0,40.0,K0995,93641.06,Nordrhein-Westfalen,False
33,52554.0,0.0,34.0,K0738,60796.8,Niedersachsen,False
58,63385.0,0.0,41.0,K0718,93077.19,Baden-Württemberg,False
49,63769.0,1.0,41.0,K0044,88665.28,Sachsen,False
39,36057.0,1.0,32.0,K0969,73098.28,Nordrhein-Westfalen,False
68,80664.0,0.0,63.0,K0134,122681.63,Baden-Württemberg,False
66,62298.0,1.0,53.0,K0666,88092.7,Thüringen,False
58,48730.0,1.0,34.0,K0746,87338.42,Baden-Württemberg,False
52,60428.0,0.0,43.0,K0600,102443.11,Berlin,False
50,53438.0,1.0,50.0,K0312,81140.06,Brandenburg,False
34,25640.0,0.0,27.0,K0409,59338.04,Hamburg,False
52,59873.0,1.0,39.0,K1077,76854.89,Niedersachsen,False
34,47144.0,1.0,50.0,K0970,76527.76,Bayern,False
69,62333.0,0.0,32.0,K0678,123546.58,Berlin,False
54,64833.0,1.0,54.0,K0940,93686.46,Bayern,False
58,68532.0,0.0,51.0,K0979,86666.09,Hamburg,False
39,35523.0,1.0,36.0,K0971,54246.76,Baden-Württemberg,False
68,89437.0,1.0,62.0,K0001,114481.9,Sachsen,False
65,73513.0,1.0,43.0,K0423,119578.06,Baden-Württemberg,False
44,51181.0,1.0,33.0,K0361,83060.06,Niedersachsen,False
52,59011.0,1.0,45.0,K0383,88150.0,Berlin,False
47,60557.0,0.0,49.0,K0317,96808.99,Nordrhein-Westfalen,False
54,43811.0,1.0,45.0,K0926,77794.39,Nordrhein-Westfalen,False
39,45332.0,0.0,24.0,K0476,77782.69,Baden-Württemberg,False
49,56231.0,0.0,33.0,K0846,67307.08,Nordrhein-Westfalen,False
62,67502.0,1.0,43.0,K0965,104564.5,Sachsen,False
58,64297.0,1.0,56.0,K0530,110338.33,Bayern,False
31,31976.0,1.0,33.0,K0635,45789.83,Nordrhein-Westfalen,False
46,46549.0,0.0,43.0,K1065,62984.61,Berlin,False
51,56496.0,1.0,49.0,K0141,78599.02,Niedersachsen,False
68,57238.0,1.0,54.0,K0173,84306.46,Berlin,False
39,28981.0,1.0,28.0,K0451,67912.67,Berlin,False
42,49536.0,0.0,39.0,K0126,62506.44,Bayern,False
56,61743.0,1.0,41.0,K0542,100812.37,Berlin,False
39,31451.0,1.0,27.0,K0562,41728.39,Sachsen,False
34,41276.0,1.0,33.0,K0661,53961.89,Sachsen,False
47,48752.0,0.0,38.0,K1048,78207.23,Bayern,False
64,63338.0,1.0,39.0,K0091,92846.99,Bayern,False
57,68664.0,0.0,58.0,K1070,118552.48,Niedersachsen,False
66,83118.0,0.0,67.0,K0182,113976.31,Sachsen,False
37,54403.0,0.0,47.0,K0364,53690.36,Brandenburg,False
48,58620.0,1.0,52.0,K0559,95311.77,Hessen,False
37,44398.0,0.0,39.0,K0275,57851.21,Brandenburg,False
53,47554.0,1.0,37.0,K0835,85424.37,Niedersachsen,False
37,42600.0,0.0,25.0,K0252,65540.55,Nordrhein-Westfalen,False
50,59505.0,0.0,37.0,K0070,78150.23,Sachsen,False
62,47766.0,1.0,47.0,K0292,91150.03,Sachsen,False
66,73170.0,0.0,54.0,K0132,109500.77,Baden-Württemberg,False
59,81225.0,1.0,57.0,K0301,111772.36,Nordrhein-Westfalen,False
42,47660.0,0.0,46.0,K0567,69281.41,Baden-Württemberg,False
56,45484.0,1.0,35.0,K0327,68018.6,Bayern,False
40,33908.0,1.0,45.0,K0848,69238.65,Bayern,False
57,65311.0,1.0,47.0,K0145,87351.94,Nordrhein-Westfalen,False
51,59485.0,0.0,49.0,K0500,96388.95,Nordrhein-Westfalen,False
41,50613.0,1.0,35.0,K0905,81875.89,Bayern,False
30,47053.0,1.0,39.0,K1095,85990.12,Bayern,False
59,69178.0,1.0,48.0,K0496,80282.57,Brandenburg,False
53,62497.0,1.0,47.0,K0339,95797.57,Bayern,False
42,58398.0,1.0,38.0,K0804,86430.54,Bayern,False
62,84681.0,0.0,50.0,K0165,115423.31,Hamburg,False
45,47574.0,1.0,33.0,K0029,87328.47,Nordrhein-Westfalen,False
41,46486.0,1.0,40.0,K0517,79483.05,Baden-Württemberg,False
46,58938.0,1.0,57.0,K0194,78516.69,Nordrhein-Westfalen,False
46,37812.0,1.0,39.0,K0693,67614.67,Nordrhein-Westfalen,False
53,70392.0,1.0,59.0,K0170,89785.65,Bayern,False
45,45742.0,0.0,39.0,K0599,83874.88,Thüringen,False
31,39454.0,1.0,39.0,K0174,65981.74,Bayern,False
50,57994.0,1.0,49.0,K0519,93543.59,Baden-Württemberg,False
67,79290.0,1.0,46.0,K0853,122565.05,Thüringen,False
47,45296.0,0.0,40.0,K0592,69529.36,Sachsen,False
52,66942.0,0.0,50.0,K0492,90579.78,Niedersachsen,False
55,63491.0,1.0,39.0,K0074,115135.5,Berlin,False
66,65032.0,1.0,53.0,K0920,96232.71,Nordrhein-Westfalen,False
31,60920.0,0.0,49.0,K0235,92362.74,Bayern,False
49,67407.0,1.0,49.0,K0215,96728.92,Nordrhein-Westfalen,False
54,60464.0,0.0,55.0,K0793,79245.06,Baden-Württemberg,False
52,80319.0,0.0,51.0,K0133,124885.27,Baden-Württemberg,False
57,75502.0,1.0,61.0,K0616,112788.96,Baden-Württemberg,False
52,50014.0,1.0,38.0,K0788,86755.55,Berlin,False
48,31841.0,1.0,28.0,K0186,58334.15,Brandenburg,False
55,54161.0,1.0,36.0,K0042,104859.86,Nordrhein-Westfalen,False
56,74257.0,0.0,49.0,K0109,110427.22,Baden-Württemberg,False
62,60595.0,0.0,36.0,K0712,101207.94,Sachsen,False
67,89170.0,1.0,76.0,K1093,123408.48,Hamburg,False
42,45845.0,1.0,42.0,K0875,97820.78,Baden-Württemberg,False
68,89120.0,0.0,55.0,K0484,135200.0,Berlin,False
33,49726.0,1.0,41.0,K0469,71847.89,Thüringen,False
51,50677.0,0.0,34.0,K0025,83785.2,Niedersachsen,False
55,66128.0,0.0,43.0,K0924,117054.79,Berlin,False
51,68102.0,1.0,52.0,K0910,101089.53,Nordrhein-Westfalen,False
53,80451.0,1.0,58.0,K0895,112949.61,Hamburg,False
30,30285.0,1.0,22.0,K0908,49774.03,Nordrhein-Westfalen,False
33,45996.0,1.0,29.0,K0367,70449.86,Brandenburg,False
66,78982.0,1.0,45.0,K0794,116107.59,Bayern,False
38,33666.0,1.0,13.0,K0384,50494.07,Nordrhein-Westfalen,False
60,70713.0,0.0,48.0,K0455,93794.62,Brandenburg,False
64,79102.0,1.0,54.0,K0265,120716.52,Nordrhein-Westfalen,False
43,56035.0,1.0,51.0,K0781,83116.94,Bayern,False
70,90512.0,1.0,56.0,K0818,133444.42,Bayern,False
66,82404.0,0.0,55.0,K0445,113241.16,Nordrhein-Westfalen,False
51,62402.0,1.0,55.0,K0396,106473.29,Nordrhein-Westfalen,False
46,62212.0,1.0,42.0,K0177,81404.44,Nordrhein-Westfalen,False
59,72303.0,0.0,44.0,K0019,101687.09,Bayern,False
44,44135.0,1.0,50.0,K0595,90278.48,Sachsen,False
49,62203.0,1.0,43.0,K0724,85122.57,Hessen,False
65,65989.0,1.0,44.0,K0062,102710.38,Nordrhein-Westfalen,False
50,59828.0,0.0,46.0,K0273,87813.11,Baden-Württemberg,False
38,47762.0,1.0,39.0,K1037,72194.21,Thüringen,False
62,56784.0,0.0,38.0,K0279,80874.62,Niedersachsen,False
59,64556.0,1.0,52.0,K0707,115909.26,Bayern,False
61,72628.0,0.0,43.0,K0369,107586.29,Niedersachsen,False
32,26860.0,0.0,26.0,K0744,37058.29,Berlin,False
44,49072.0,1.0,43.0,K0978,68862.67,Bayern,False
35,48297.0,1.0,37.0,K0823,62369.93,Baden-Württemberg,False
48,60494.0,1.0,39.0,K0548,85749.76,Nordrhein-Westfalen,False
37,41869.0,1.0,29.0,K0737,62593.9,Bayern,False
30,45604.0,1.0,35.0,K0756,69872.12,Bayern,False
64,74222.0,1.0,50.0,K0457,108488.51,Bayern,False
68,72078.0,1.0,51.0,K0394,93935.85,Baden-Württemberg,False
59,65278.0,1.0,42.0,K0831,91121.52,Nordrhein-Westfalen,False
47,46708.0,1.0,31.0,K1006,70719.18,Nordrhein-Westfalen,False
48,47062.0,0.0,34.0,K0376,79825.38,Baden-Württemberg,False
55,66738.0,1.0,52.0,K0413,120215.5,Nordrhein-Westfalen,False
54,56229.0,0.0,40.0,K0075,97038.57,Nordrhein-Westfalen,False
69,76330.0,1.0,47.0,K1033,120784.01,Sachsen,False
42,53660.0,1.0,37.0,K0501,77862.18,Bayern,False
30,31727.0,0.0,20.0,K0674,62658.18,Berlin,False
32,42406.0,1.0,39.0,K0115,45125.2,Nordrhein-Westfalen,False
59,64816.0,1.0,54.0,K0418,102801.02,Baden-Württemberg,False
64,83452.0,1.0,62.0,K0090,133180.7,Niedersachsen,False
53,77106.0,1.0,51.0,K1057,111716.45,Nordrhein-Westfalen,False
54,43162.0,1.0,34.0,K0499,81298.0,Niedersachsen,False
45,42110.0,1.0,33.0,K0733,67204.52,Baden-Württemberg,False
33,27264.0,1.0,15.0,K0740,49485.54,Brandenburg,False
65,73235.0,0.0,40.0,K0012,115599.05,Baden-Württemberg,False
58,70268.0,1.0,48.0,K0397,103403.43,Nordrhein-Westfalen,False
39,35011.0,0.0,32.0,K0668,57408.01,Sachsen,False
69,61320.0,1.0,50.0,K0946,113385.31,Hessen,False
31,26047.0,1.0,24.0,K0043,63491.25,Baden-Württemberg,False
61,76325.0,1.0,45.0,K0168,116425.9,Sachsen,False
62,84673.0,1.0,57.0,K0417,118973.65,Brandenburg,False
57,77726.0,0.0,56.0,K0577,125762.16,Thüringen,False
63,80199.0,0.0,70.0,K0904,138366.29,Baden-Württemberg,False
48,77759.0,0.0,42.0,K0427,130352.49,Baden-Württemberg,False
58,63366.0,1.0,49.0,K0545,104762.36,Baden-Württemberg,False
44,62396.0,0.0,43.0,K1034,94641.94,Niedersachsen,False
45,45825.0,1.0,42.0,K1084,80681.1,Baden-Württemberg,False
35,35242.0,1.0,34.0,K0844,63070.96,Baden-Württemberg,False
54,72410.0,1.0,53.0,K0741,117491.52,Sachsen,False
54,49596.0,0.0,40.0,K0258,68169.84,Hamburg,False
55,50959.0,1.0,46.0,K0336,88240.21,Niedersachsen,False
51,47883.0,1.0,45.0,K0016,90273.18,Berlin,False
70,89117.0,0.0,63.0,K0758,128700.13,Baden-Württemberg,False
52,66602.0,1.0,45.0,K0325,98756.07,Bayern,False
40,56643.0,0.0,35.0,K0913,96334.06,Baden-Württemberg,False
64,92461.0,1.0,66.0,K0906,105443.46,Nordrhein-Westfalen,False
69,83089.0,1.0,42.0,K0223,136022.46,Bayern,False
57,75347.0,0.0,49.0,K0180,111539.65,Berlin,False
41,63780.0,0.0,47.0,K0100,90449.48,Niedersachsen,False
45,38876.0,1.0,45.0,K0522,78038.11,Nordrhein-Westfalen,False
62,75575.0,1.0,50.0,K0023,124516.56,Nordrhein-Westfalen,False
54,51135.0,1.0,36.0,K0357,95898.4,Nordrhein-Westfalen,False
54,71828.0,0.0,54.0,K0802,99915.01,Nordrhein-Westfalen,False
52,58284.0,1.0,43.0,K1025,93481.79,Nordrhein-Westfalen,False
57,62292.0,1.0,46.0,K0612,99289.0,Nordrhein-Westfalen,False
69,85191.0,0.0,55.0,K1071,134143.64,Nordrhein-Westfalen,False
36,28194.0,0.0,33.0,K0341,33483.78,Baden-Württemberg,False
45,45178.0,0.0,43.0,K0432,70342.95,Sachsen,False
59,70484.0,0.0,58.0,K0852,107496.17,Brandenburg,False
56,79765.0,1.0,59.0,K0991,117216.16,Niedersachsen,False
38,38681.0,1.0,36.0,K0204,65930.74,Nordrhein-Westfalen,False
55,53760.0,0.0,33.0,K0760,93912.15,Bayern,False
68,83716.0,0.0,53.0,K0094,125611.48,Bayern,False
55,62026.0,0.0,61.0,K1039,79649.63,Baden-Württemberg,False
69,71612.0,1.0,42.0,K0069,116360.51,Berlin,False
47,60658.0,0.0,39.0,K0751,87172.44,Hessen,False
67,87141.0,0.0,65.0,K0285,147149.94,Berlin,False
51,66558.0,1.0,54.0,K1060,115445.45,Sachsen,False
31,28390.0,0.0,29.0,K0435,59963.88,Baden-Württemberg,False
30,14993.0,0.0,34.0,K0154,33678.17,Baden-Württemberg,False
70,86939.0,0.0,67.0,K0076,132147.29,Hamburg,False
32,43734.0,0.0,34.0,K0876,49055.81,Nordrhein-Westfalen,False
35,39852.0,1.0,35.0,K0581,63972.97,Bayern,False
32,30856.0,1.0,18.0,K0447,27934.83,Nordrhein-Westfalen,False
61,73383.0,0.0,49.0,K0189,105062.59,Baden-Württemberg,False
43,54023.0,1.0,36.0,K0272,67446.84,Sachsen,False
41,62190.0,1.0,46.0,K0237,72016.19,Baden-Württemberg,False
61,72690.0,0.0,55.0,K0488,101692.85,Hessen,False
49,56341.0,1.0,45.0,K1068,83125.26,Baden-Württemberg,False
68,76627.0,1.0,59.0,K0560,106279.31,Nordrhein-Westfalen,False
55,51515.0,0.0,51.0,K0118,78247.78,Thüringen,False
42,44684.0,0.0,39.0,K0884,87308.31,Baden-Württemberg,False
62,79791.0,0.0,48.0,K0972,101275.87,Nordrhein-Westfalen,False
48,67677.0,1.0,42.0,K0513,94002.32,Baden-Württemberg,False
54,42499.0,1.0,45.0,K0634,75331.36,Sachsen,False
67,94092.0,1.0,63.0,K0662,135212.01,Bayern,False
65,59789.0,1.0,45.0,K0959,96988.98,Niedersachsen,False
59,68591.0,1.0,50.0,K0715,85536.41,Berlin,False
61,83098.0,1.0,53.0,K0127,116002.86,Baden-Württemberg,False
34,39181.0,0.0,39.0,K0117,41898.43,Baden-Württemberg,False
50,65573.0,1.0,40.0,K0474,99556.57,Bayern,False
35,58918.0,1.0,57.0,K0829,82500.37,Nordrhein-Westfalen,False
47,57101.0,1.0,43.0,K0058,79106.97,Sachsen,False
61,63590.0,0.0,34.0,K0604,86929.76,Baden-Württemberg,False
70,68456.0,1.0,51.0,K0810,111312.94,Nordrhein-Westfalen,False
57,81401.0,1.0,49.0,K0657,113014.09,Bayern,False
41,49301.0,1.0,49.0,K0759,68579.84,Nordrhein-Westfalen,False
64,75171.0,1.0,53.0,K0106,112055.97,Nordrhein-Westfalen,False
39,45869.0,1.0,32.0,K0636,80389.23,Baden-Württemberg,False
59,55669.0,0.0,31.0,K0370,84097.56,Baden-Württemberg,False
62,63275.0,1.0,38.0,K0269,110109.58,Bayern,False
35,51440.0,0.0,50.0,K0656,76009.29,Nordrhein-Westfalen,False
37,45467.0,1.0,43.0,K0047,75752.08,Niedersachsen,False
44,47183.0,1.0,34.0,K0350,70636.85,Baden-Württemberg,False
53,70100.0,1.0,54.0,K0196,107089.66,Hessen,False
52,69175.0,1.0,54.0,K0103,103778.57,Hessen,False
34,16069.0,0.0,20.0,K0992,36929.31,Nordrhein-Westfalen,False
68,54974.0,1.0,42.0,K0947,83002.22,Nordrhein-Westfalen,False
43,58063.0,1.0,45.0,K0916,93120.95,Baden-Württemberg,False
39,42008.0,0.0,45.0,K0882,69244.54,Baden-Württemberg,False
31,31826.0,0.0,20.0,K0264,61856.99,Baden-Württemberg,False
57,66921.0,0.0,57.0,K1062,95988.37,Bayern,False
62,84548.0,1.0,58.0,K0444,110128.73,Bayern,False
47,69003.0,0.0,46.0,K0811,102390.57,Baden-Württemberg,False
35,40901.0,1.0,49.0,K0878,66275.03,Sachsen,False
70,84543.0,1.0,60.0,K0305,128417.08,Baden-Württemberg,False
65,88138.0,0.0,58.0,K0342,123538.59,Baden-Württemberg,False
41,38996.0,0.0,28.0,K1002,66237.4,Bayern,False
52,68820.0,0.0,45.0,K0314,88926.82,Nordrhein-Westfalen,False
57,57191.0,0.0,53.0,K0150,96831.38,Hessen,False
55,67004.0,1.0,51.0,K0125,114150.05,Hamburg,False
52,66760.0,1.0,45.0,K0937,103242.45,Bayern,False
53,53504.0,1.0,42.0,K0977,98914.66,Nordrhein-Westfalen,False
66,82882.0,0.0,56.0,K0665,127752.43,Nordrhein-Westfalen,False
65,70352.0,0.0,49.0,K0051,92584.18,Sachsen,False
61,65481.0,1.0,44.0,K0354,95229.38,Bayern,False
55,51720.0,1.0,34.0,K1061,98714.27,Niedersachsen,False
31,36296.0,0.0,31.0,K0143,35482.61,Nordrhein-Westfalen,False
58,65705.0,0.0,57.0,K0471,102678.3,Sachsen,False
30,23521.0,1.0,24.0,K0654,24543.56,Berlin,False
55,67168.0,0.0,57.0,K0400,95526.72,Bayern,False
50,59847.0,1.0,43.0,K0754,95607.73,Nordrhein-Westfalen,False
69,69084.0,1.0,41.0,K0321,107414.81,Thüringen,False
67,78468.0,0.0,47.0,K0020,123598.99,Baden-Württemberg,False
55,77056.0,1.0,54.0,K0685,118343.37,Bayern,False
62,80910.0,0.0,59.0,K0962,108522.61,Bayern,False
46,46834.0,1.0,47.0,K0941,71854.37,Baden-Württemberg,False
37,50552.0,1.0,45.0,K0999,83913.36,Hessen,False
59,79812.0,1.0,50.0,K0408,112833.38,Sachsen,False
36,41243.0,1.0,31.0,K0538,55677.0,Hamburg,False
44,39771.0,1.0,32.0,K0953,72076.48,Baden-Württemberg,False
33,57513.0,0.0,44.0,K0966,62722.06,Bayern,False
51,61857.0,1.0,52.0,K0039,104214.07,Baden-Württemberg,False
66,61785.0,0.0,52.0,K0176,108131.17,Sachsen,False
32,40729.0,1.0,33.0,K0246,54787.08,Baden-Württemberg,False
31,30097.0,1.0,26.0,K0985,59710.03,Hessen,False
46,47322.0,1.0,34.0,K0803,73162.63,Baden-Württemberg,False
43,35922.0,0.0,27.0,K0901,51533.78,Hessen,False
54,85929.0,1.0,66.0,K1054,129836.57,Hessen,False
56,73496.0,0.0,47.0,K0155,94040.73,Niedersachsen,False
62,76582.0,0.0,61.0,K0639,124774.93,Bayern,False
32,45882.0,1.0,45.0,K0663,78435.1,Baden-Württemberg,False
56,58547.0,0.0,60.0,K0288,99077.0,Berlin,False
42,56364.0,1.0,50.0,K0626,66173.96,Nordrhein-Westfalen,False
63,66387.0,0.0,44.0,K0686,112799.7,Niedersachsen,False
34,43401.0,1.0,36.0,K0880,58491.97,Baden-Württemberg,False
57,40164.0,0.0,46.0,K0570,77779.65,Hessen,False
38,35130.0,1.0,51.0,K0890,52189.58,Hessen,False
53,55741.0,0.0,41.0,K0018,83296.61,Berlin,False
68,93769.0,1.0,42.0,K0128,137923.28,Bayern,False
61,67757.0,0.0,47.0,K0323,107610.75,Nordrhein-Westfalen,False
49,35194.0,1.0,28.0,K0256,65668.36,Nordrhein-Westfalen,False
67,91461.0,1.0,66.0,K0790,131748.07,Berlin,False
47,40566.0,0.0,30.0,K1087,54913.08,Hamburg,False
61,68606.0,1.0,41.0,K0191,99514.15,Bayern,False
30,45256.0,1.0,37.0,K0116,62326.68,Bayern,False
58,60549.0,0.0,44.0,K1081,95376.05,Nordrhein-Westfalen,False
34,40849.0,1.0,36.0,K1013,60157.5,Bayern,False
67,80824.0,1.0,52.0,K0607,132575.6,Baden-Württemberg,False
52,63832.0,0.0,35.0,K0181,84810.82,Berlin,False
58,48580.0,1.0,32.0,K0302,77722.17,Baden-Württemberg,False
64,71888.0,0.0,49.0,K0907,108277.84,Baden-Württemberg,False
31,29275.0,1.0,30.0,K0854,51628.74,Hessen,False
41,39563.0,1.0,39.0,K0867,78550.75,Baden-Württemberg,False
55,59442.0,1.0,36.0,K0821,88964.7,Sachsen,False
68,67429.0,0.0,54.0,K0797,100668.95,Bayern,False
54,71244.0,1.0,51.0,K0518,92301.85,Baden-Württemberg,False
45,50903.0,1.0,52.0,K0373,79988.48,Baden-Württemberg,False
36,69703.0,0.0,50.0,K0046,86119.52,Niedersachsen,False
66,76920.0,1.0,53.0,K0477,113661.11,Hamburg,False
32,52664.0,1.0,53.0,K0158,72598.33,Baden-Württemberg,False
46,58260.0,1.0,43.0,K0891,104933.18,Bayern,False
41,59921.0,0.0,40.0,K0172,111734.31,Nordrhein-Westfalen,False
31,42377.0,1.0,31.0,K0017,69094.76,Bayern,False
60,64260.0,0.0,33.0,K0512,95392.37,Hessen,False
43,42342.0,1.0,37.0,K0049,66374.97,Thüringen,False
33,30037.0,1.0,28.0,K0192,62787.47,Baden-Württemberg,False
52,84942.0,1.0,49.0,K1000,110785.84,Nordrhein-Westfalen,False
64,84143.0,0.0,42.0,K0516,106701.56,Bayern,False
39,40159.0,1.0,37.0,K1102,67170.69,Niedersachsen,False
63,71039.0,1.0,48.0,K0822,98163.51,Thüringen,False
64,64626.0,0.0,55.0,K0481,113550.22,Sachsen,False
67,93757.0,1.0,54.0,K0284,134096.72,Berlin,False
35,52473.0,1.0,57.0,K0860,86012.47,Nordrhein-Westfalen,False
32,47570.0,1.0,38.0,K0787,82420.11,Hessen,False
57,73261.0,0.0,52.0,K0226,95081.32,Baden-Württemberg,False
56,61920.0,1.0,49.0,K0027,94455.39,Nordrhein-Westfalen,False
43,70080.0,0.0,48.0,K0933,94723.69,Baden-Württemberg,False
56,74505.0,1.0,50.0,K0438,103566.8,Baden-Württemberg,False
42,70246.0,1.0,44.0,K1075,94369.73,Sachsen,False
34,24647.0,1.0,26.0,K0365,49746.45,Sachsen,False
59,61009.0,0.0,40.0,K0230,103904.6,Baden-Württemberg,False
33,41309.0,1.0,25.0,K0038,82824.09,Baden-Württemberg,False
46,62109.0,1.0,50.0,K0670,79387.46,Nordrhein-Westfalen,False
34,45499.0,1.0,40.0,K0750,58717.86,Nordrhein-Westfalen,False
30,37341.0,1.0,32.0,K1088,41316.33,Bayern,False
59,56937.0,1.0,55.0,K0375,109491.66,Berlin,False
40,41023.0,0.0,49.0,K0470,59175.54,Nordrhein-Westfalen,False
43,53520.0,1.0,44.0,K1089,94866.27,Sachsen,False
41,31809.0,1.0,27.0,K0688,44588.0,Sachsen,False
33,43075.0,1.0,37.0,K1012,60255.17,Nordrhein-Westfalen,False
53,43943.0,1.0,35.0,K0842,71806.29,Niedersachsen,False
43,48335.0,0.0,42.0,K0870,68096.85,Hessen,False
67,72430.0,1.0,43.0,K0195,116130.92,Berlin,False
